Sample_No,image_no,moisture,soil_type,soc,SI,lab_b,CI,median_s,luv_u,mean_r,entropy,xyz_Z
18,678,4.31,1,1.27,1.821255436,24.03594965,0.575724307,103,15.32938746,143.4311224,13.95579012,0.114400193
19,679,2.77,2,2.51,1.133405419,19.43031015,0.643194735,102,14.88535352,122.4038783,13.90444908,0.082891608
19,680,2.77,2,2.51,1.937877722,23.09950757,0.640877204,100,18.09107068,153.4121891,14.13913825,0.135846064
19,681,2.77,2,2.51,1.098640744,17.40192392,0.496871593,86,11.2321095,124.6907685,13.77324768,0.102892648
19,683,2.77,2,2.51,1.407033613,19.39558357,0.553623473,92,12.94286534,132.0981545,14.04045576,0.109269896
20,684,5.18,2,2.77,1.484806482,23.13058819,0.667796262,114,16.99673201,128.7547632,14.07194191,0.080858585
20,685,5.18,2,2.77,1.904273524,26.70298834,0.668269714,113,20.3011328,155.1537388,14.38789545,0.120794802
20,686,5.18,2,2.77,1.526406867,21.39577599,0.570812409,101,14.23693931,132.4157964,13.96340627,0.100090789
20,687,5.18,2,2.77,1.641979838,23.69783459,0.585252836,110,15.8769591,134.6902702,14.18431074,0.094006902
20,688,5.18,2,2.77,1.600603024,22.43770365,0.5779799,103,14.98782029,137.0113002,14.08244205,0.105398609
14,692,27.75,1,2.05,1.271838786,16.94729588,0.475255449,79,13.47098525,142.3259526,14.40526805,0.143654961
14,693,27.75,1,2.05,1.271678084,17.63068807,0.530697806,83,15.29999709,145.3941127,14.48996506,0.143792776
14,694,27.75,1,2.05,1.36710463,19.41117319,0.566792523,91,17.05797845,145.9784957,14.5954644,0.133066084
15,695,39.6,1,1.75,0.418760532,20.26877132,0.233272232,130,15.05115125,96.5946867,12.84887038,0.038090921
15,696,39.6,1,1.75,1.914477992,21.23309726,0.931604858,99,20.89125854,156.0214445,13.82480658,0.142208054
15,697,39.6,1,1.75,0.882615018,11.08862209,0.280636471,49,6.43040223,138.4468471,14.00390759,0.183407418
15,698,39.6,1,1.75,0.947219407,11.59280494,0.318873623,51,7.109504623,141.8853237,14.00929383,0.189733548
15,699,39.6,1,1.75,0.914437703,11.586002,0.343474215,55,7.602130497,132.0247927,14.0861032,0.156023123
16,704,39.13,1,2.66,0.544707584,8.37298231,0.181799943,38,4.34334338,132.1202766,14.22150334,0.18415286
17,705,29.25,1,1.59,0.437748641,19.93770808,0.213835398,134,14.4830159,91.2027264,12.86518124,0.03270458
17,706,29.25,1,1.59,1.812435322,21.41832992,0.909114171,103,19.91458405,147.082111,13.93616217,0.120566782
17,707,29.25,1,1.59,0.80054336,11.60294314,0.348360093,59,7.385106394,123.7516741,13.82223509,0.132706632
17,709,29.25,1,1.59,0.892785693,11.48004648,0.258023859,50,6.593727994,141.5779456,14.20535832,0.191414434
17,710,29.25,1,1.59,0.72413014,11.48719367,0.388425399,62,8.386246348,119.5885882,13.66631313,0.118765803
17,711,29.25,1,1.59,0.836779254,16.07048977,0.399789654,87,11.3057703,116.5357741,13.58817794,0.08854282
18,713,29.5,1,1.27,2.149490737,24.00320942,0.908737767,110,21.68208825,151.4447345,13.77058413,0.117678303
18,714,29.5,1,1.27,0.78955177,18.25266872,0.544797619,102,14.23372085,115.0269452,13.33034448,0.072920257
18,715,29.5,1,1.27,0.981847253,12.80079246,0.382768697,60,8.289616447,132.6726921,13.92635849,0.150277807
18,716,29.5,1,1.27,1.068439195,12.75777852,0.323064517,56,7.718591377,139.3312141,14.04310675,0.173198858
18,717,29.5,1,1.27,0.96328643,11.91547573,0.28520491,51,6.764300695,140.7761081,14.00077358,0.185822287
18,718,29.5,1,1.27,0.828884825,11.03884903,0.297299008,52,6.252151115,127.1402065,13.79737478,0.148659414
19,719,21.72,2,2.51,0.490317748,17.19799178,0.234512224,119,12.63384709,92.17711655,13.28854909,0.040887241
19,720,21.72,2,2.51,1.469231156,18.98032738,0.81698643,94,19.06835455,149.6128428,14.23752148,0.138744398
19,721,21.72,2,2.51,0.755469467,10.92774902,0.306656298,54,6.826244388,128.2566765,14.00990099,0.150349008
19,722,21.72,2,2.51,0.834941406,11.35329095,0.319563211,54,7.164200824,134.4405493,14.14820452,0.166195495
19,723,21.72,2,2.51,0.637953717,10.12380442,0.251832664,50,5.83651363,124.114497,14.07417859,0.145090423
19,724,21.72,2,2.51,0.772011597,11.76111594,0.307696106,57,7.388696362,130.4821429,14.26156898,0.1514036
20,725,27.98,2,2.77,0.422304867,17.50516516,0.189997019,124,12.58136497,87.86306202,13.03618983,0.034852932
20,726,27.98,2,2.77,1.616688306,20.74734723,0.802702427,100,20.16071965,151.0123565,14.31483549,0.132562408
20,727,27.98,2,2.77,0.85844602,13.11386457,0.369603317,66,9.055794948,128.9174904,14.28922737,0.135576817
20,728,27.98,2,2.77,0.96015494,14.15068683,0.417980905,69,9.74380023,133.04261,14.22348831,0.140768907
20,729,27.98,2,2.77,0.929398159,13.8295346,0.386568891,66,9.448605724,135.069316,14.29421166,0.148950232
20,730,27.98,2,2.77,0.881526973,13.61264295,0.370750051,67,9.285008421,129.4255022,14.32560647,0.134279116
20,731,27.98,2,2.77,0.828698877,12.82565584,0.339551743,64,8.482372182,127.0421317,14.28811392,0.133393896
