Sample_No,image_no,moisture,soil_type,soc,SI,lab_b,median_h,CI,mean_r,luv_u,median_s,xyz_Z,entropy
20,646,3.96,2,2.77,1.916654067,21.05269114,18,0.776726003,150.8484534,16.43697808,96,0.141818644,13.65400946
20,647,3.96,2,2.77,1.054965843,20.87604587,19,0.480598563,119.8077567,13.45026906,107,0.076868483,13.68932396
20,648,3.96,2,2.77,1.459931723,22.7831959,19,0.571430483,133.7918527,14.92037362,107,0.097125601,13.99326182
20,649,3.96,2,2.77,1.28452652,22.75495476,19,0.536754568,126.5738999,14.70535823,111,0.082422522,13.85049319
20,650,3.96,2,2.77,1.283760663,22.40286593,19,0.537470263,126.4819037,14.56367283,110,0.083536877,13.85750138
14,651,2.19,1,2.05,1.895623367,24.31432748,17,0.748837767,145.2138672,19.71552898,110,0.106585635,14.03822307
14,652,2.19,1,2.05,2.228292193,29.81739171,18,0.673919369,174.2719428,23.67930544,114,0.150068048,14.2445666
14,653,2.19,1,2.05,1.810932543,24.04542985,19,0.642756887,150.7706473,17.02459969,102,0.128256186,14.07060102
14,654,2.19,1,2.05,1.919704266,26.28681057,19,0.66757971,155.8513433,18.58117727,107,0.128703085,14.10130663
14,655,2.19,1,2.05,1.836314111,25.80394282,19,0.634453515,154.1734295,18.11083575,106,0.127467904,14.18150896
14,656,2.19,1,2.05,1.749280527,22.79248213,19,0.633881921,144.769332,15.99405586,100,0.120343109,14.03184357
16,663,10.69,1,2.66,1.117289908,18.94719574,17,0.654570981,122.6851483,14.41735009,99,0.085888593,13.64574321
16,664,10.69,1,2.66,1.859104707,22.8927718,18,0.580295246,162.8016781,17.99040194,94,0.163864465,14.05927315
16,665,10.69,1,2.66,0.928458485,17.14194066,18,0.503932439,115.5232581,12.26036226,93,0.081125069,13.36400716
16,666,10.69,1,2.66,1.41658713,18.46423993,20,0.538359163,132.5095265,11.75981483,86,0.116783879,13.73047063
16,667,10.69,1,2.66,1.34235007,18.80966192,20,0.55483787,129.4850128,11.82012019,88,0.107999466,13.72963053
16,668,10.69,1,2.66,1.363790641,18.70059256,19,0.547486279,129.470743,12.00729923,89,0.107826758,13.80163898
17,669,3.65,1,1.59,1.371298479,24.29959824,18,0.679435854,128.3915617,17.5164572,119,0.075939263,13.85922053
17,670,3.65,1,1.59,2.119804644,28.11538991,19,0.639465477,170.597437,20.43353273,109,0.156443691,14.14990922
17,671,3.65,1,1.59,1.514823992,21.59007721,19,0.555411448,135.0893654,13.68865325,98,0.107043597,13.77764279
17,672,3.65,1,1.59,1.749316077,23.88318964,19,0.600083026,145.0239158,15.64195725,103,0.118025643,14.10923889
17,673,3.65,1,1.59,1.792384796,24.18928387,19,0.577966007,145.2864517,15.8266088,104,0.11709188,14.14487528
18,674,4.31,1,1.27,1.303391836,24.49161413,19,0.717233708,123.5799386,17.26040785,123,0.067107486,13.56409213
18,676,4.31,1,1.27,1.262079206,20.90202644,20,0.553409246,126.6671915,12.4386007,98,0.09324736,13.40511313
18,677,4.31,1,1.27,1.785612753,22.97645686,20,0.570024429,139.505401,14.11766852,100,0.111759659,13.69551742
18,678,4.31,1,1.27,1.821255436,24.03594965,20,0.575724307,143.4311224,15.32938746,103,0.114400193,13.95579012
19,679,2.77,2,2.51,1.133405419,19.43031015,17,0.643194735,122.4038783,14.88535352,102,0.082891608,13.90444908
19,680,2.77,2,2.51,1.937877722,23.09950757,18,0.640877204,153.4121891,18.09107068,100,0.135846064,14.13913825
19,681,2.77,2,2.51,1.098640744,17.40192392,19,0.496871593,124.6907685,11.2321095,86,0.102892648,13.77324768
19,682,2.77,2,2.51,1.16195022,18.17012579,19,0.524150145,124.0460379,11.72771255,90,0.09765902,13.8611613
19,683,2.77,2,2.51,1.407033613,19.39558357,19,0.553623473,132.0981545,12.94286534,92,0.109269896,14.04045576
20,684,5.18,2,2.77,1.484806482,23.13058819,18,0.667796262,128.7547632,16.99673201,114,0.080858585,14.07194191
20,685,5.18,2,2.77,1.904273524,26.70298834,18,0.668269714,155.1537388,20.3011328,113,0.120794802,14.38789545
20,686,5.18,2,2.77,1.526406867,21.39577599,19,0.570812409,132.4157964,14.23693931,101,0.100090789,13.96340627
20,687,5.18,2,2.77,1.641979838,23.69783459,19,0.585252836,134.6902702,15.8769591,110,0.094006902,14.18431074
20,688,5.18,2,2.77,1.600603024,22.43770365,19,0.5779799,137.0113002,14.98782029,103,0.105398609,14.08244205
20,689,5.18,2,2.77,1.613420242,23.29739827,19,0.605627716,135.0241749,15.56247416,108,0.096713932,14.08990165
14,692,27.75,1,2.05,1.271838786,16.94729588,17,0.475255449,142.3259526,13.47098525,79,0.143654961,14.40526805
14,693,27.75,1,2.05,1.271678084,17.63068807,17,0.530697806,145.3941127,15.29999709,83,0.143792776,14.48996506
14,694,27.75,1,2.05,1.36710463,19.41117319,17,0.566792523,145.9784957,17.05797845,91,0.133066084,14.5954644
16,704,39.13,1,2.66,0.544707584,8.37298231,21,0.181799943,132.1202766,4.34334338,38,0.18415286,14.22150334
17,706,29.25,1,1.59,1.812435322,21.41832992,16,0.909114171,147.082111,19.91458405,103,0.120566782,13.93616217
17,707,29.25,1,1.59,0.80054336,11.60294314,19,0.348360093,123.7516741,7.385106394,59,0.132706632,13.82223509
17,708,29.25,1,1.59,0.848874342,10.94791157,21,0.261904351,138.3143734,6.062831311,48,0.185177768,14.02491349
17,709,29.25,1,1.59,0.892785693,11.48004648,20,0.258023859,141.5779456,6.593727994,50,0.191414434,14.20535832
17,710,29.25,1,1.59,0.72413014,11.48719367,17,0.388425399,119.5885882,8.386246348,62,0.118765803,13.66631313
17,711,29.25,1,1.59,0.836779254,16.07048977,18,0.399789654,116.5357741,11.3057703,87,0.08854282,13.58817794
18,713,29.5,1,1.27,2.149490737,24.00320942,16,0.908737767,151.4447345,21.68208825,110,0.117678303,13.77058413
18,714,29.5,1,1.27,0.78955177,18.25266872,17,0.544797619,115.0269452,14.23372085,102,0.072920257,13.33034448
18,715,29.5,1,1.27,0.981847253,12.80079246,19,0.382768697,132.6726921,8.289616447,60,0.150277807,13.92635849
18,716,29.5,1,1.27,1.068439195,12.75777852,20,0.323064517,139.3312141,7.718591377,56,0.173198858,14.04310675
18,717,29.5,1,1.27,0.96328643,11.91547573,21,0.28520491,140.7761081,6.764300695,51,0.185822287,14.00077358
18,718,29.5,1,1.27,0.828884825,11.03884903,21,0.297299008,127.1402065,6.252151115,52,0.148659414,13.79737478
19,719,21.72,2,2.51,0.490317748,17.19799178,17,0.234512224,92.17711655,12.63384709,119,0.040887241,13.28854909
19,721,21.72,2,2.51,0.755469467,10.92774902,19,0.306656298,128.2566765,6.826244388,54,0.150349008,14.00990099
19,722,21.72,2,2.51,0.834941406,11.35329095,19,0.319563211,134.4405493,7.164200824,54,0.166195495,14.14820452
19,723,21.72,2,2.51,0.637953717,10.12380442,20,0.251832664,124.114497,5.83651363,50,0.145090423,14.07417859
19,724,21.72,2,2.51,0.772011597,11.76111594,19,0.307696106,130.4821429,7.388696362,57,0.1514036,14.26156898
20,725,27.98,2,2.77,0.422304867,17.50516516,17,0.189997019,87.86306202,12.58136497,124,0.034852932,13.03618983
20,726,27.98,2,2.77,1.616688306,20.74734723,16,0.802702427,151.0123565,20.16071965,100,0.132562408,14.31483549
20,727,27.98,2,2.77,0.85844602,13.11386457,18,0.369603317,128.9174904,9.055794948,66,0.135576817,14.28922737
20,728,27.98,2,2.77,0.96015494,14.15068683,18,0.417980905,133.04261,9.74380023,69,0.140768907,14.22348831
20,729,27.98,2,2.77,0.929398159,13.8295346,19,0.386568891,135.069316,9.448605724,66,0.148950232,14.29421166
20,730,27.98,2,2.77,0.881526973,13.61264295,19,0.370750051,129.4255022,9.285008421,67,0.134279116,14.32560647
20,731,27.98,2,2.77,0.828698877,12.82565584,19,0.339551743,127.0421317,8.482372182,64,0.133393896,14.28811392
